Date,Close,High,Low,Open,Volume,RSI14
2026-03-05,260.2900085449219,261.55999755859375,257.25,260.7900085449219,49658600,48.4667803492099
2026-03-06,257.4599914550781,258.7699890136719,254.3699951171875,258.6300048828125,41120000,51.916046199511044
2026-03-09,259.8800048828125,261.1499938964844,253.67999267578125,255.69000244140625,38218500,44.75892293051191
2026-03-10,260.8299865722656,262.4800109863281,256.95001220703125,257.6499938964844,30590800,45.44511822379197
2026-03-11,260.80999755859375,262.1300048828125,259.54998779296875,261.0899963378906,26218900,50.32962265487717
2026-03-12,255.75999450683594,258.95001220703125,254.17999267578125,258.6600036621094,40794000,37.729576749610565
2026-03-13,250.1199951171875,256.3299865722656,249.52000427246094,255.47999572753906,36930000,29.914981382617356
2026-03-16,252.82000732421875,253.88999938964844,249.8800048828125,252.11000061035156,32074200,23.69282322259363
2026-03-17,254.22999572753906,255.1300048828125,252.17999267578125,252.9600067138672,32361600,22.253049321335737
2026-03-18,249.94000244140625,254.94000244140625,249.0,252.6300048828125,35757900,20.53777339790605
2026-03-19,248.9600067138672,251.8300018310547,247.3000030517578,249.39999389648438,34864100,25.655808323021688
2026-03-20,247.99000549316406,249.1999053955078,246.0,248.11000061035156,87981315,23.603656525434133
